	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	nident	sname
57	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_207	tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN	100.0	7	0	0	1	7	9097	9103	23.0	19.2	7	tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1
62	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_208	tr|E9PL21|E9PL21_HUMAN	100.0	7	0	0	1	7	4	10	15.0	19.2	7	tr|E9PL21|E9PL21_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1
63	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_208	tr|E9PRY8|E9PRY8_HUMAN	100.0	7	0	0	1	7	54	60	21.0	19.2	7	tr|E9PRY8|E9PRY8_HUMAN Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1
64	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_208	tr|A0A087X1X7|A0A087X1X7_HUMAN	100.0	7	0	0	1	7	4	10	21.0	19.2	7	tr|A0A087X1X7|A0A087X1X7_HUMAN Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1
65	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_208	tr|E9PQR8|E9PQR8_HUMAN	100.0	7	0	0	1	7	4	10	22.0	19.2	7	tr|E9PQR8|E9PQR8_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1
66	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_208	tr|E9PLS6|E9PLS6_HUMAN	100.0	7	0	0	1	7	4	10	22.0	19.2	7	tr|E9PLS6|E9PLS6_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=8
67	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_208	tr|E9PRL0|E9PRL0_HUMAN	100.0	7	0	0	1	7	4	10	22.0	19.2	7	tr|E9PRL0|E9PRL0_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1
68	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_208	tr|E9PM66|E9PM66_HUMAN	100.0	7	0	0	1	7	4	10	22.0	19.2	7	tr|E9PM66|E9PM66_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1
69	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_208	tr|E9PNC8|E9PNC8_HUMAN	100.0	7	0	0	1	7	4	10	23.0	19.2	7	tr|E9PNC8|E9PNC8_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1
70	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_208	tr|E9PKH7|E9PKH7_HUMAN	100.0	7	0	0	1	7	4	10	23.0	19.2	7	tr|E9PKH7|E9PKH7_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1
71	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_208	tr|E9PLT8|E9PLT8_HUMAN	100.0	7	0	0	1	7	4	10	23.0	19.2	7	tr|E9PLT8|E9PLT8_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1
72	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_208	tr|E9PLA1|E9PLA1_HUMAN	100.0	7	0	0	1	7	4	10	23.0	19.2	7	tr|E9PLA1|E9PLA1_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1
73	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_208	tr|E9PN56|E9PN56_HUMAN	100.0	7	0	0	1	7	4	10	27.0	18.9	7	tr|E9PN56|E9PN56_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=8
74	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_208	tr|E9PN71|E9PN71_HUMAN	100.0	7	0	0	1	7	4	10	29.0	18.9	7	tr|E9PN71|E9PN71_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1
75	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_208	tr|E9PJV8|E9PJV8_HUMAN	100.0	7	0	0	1	7	4	10	30.0	18.9	7	tr|E9PJV8|E9PJV8_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1
76	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_208	tr|E9PJ84|E9PJ84_HUMAN	100.0	7	0	0	1	7	4	10	33.0	18.5	7	tr|E9PJ84|E9PJ84_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=8
77	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_208	tr|E9PLL8|E9PLL8_HUMAN	100.0	7	0	0	1	7	4	10	38.0	18.1	7	tr|E9PLL8|E9PLL8_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1
78	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_208	tr|E9PPY1|E9PPY1_HUMAN	100.0	7	0	0	1	7	4	10	46.0	18.5	7	tr|E9PPY1|E9PPY1_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1
79	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_208	tr|E9PIP5|E9PIP5_HUMAN	100.0	7	0	0	1	7	4	10	51.0	18.1	7	tr|E9PIP5|E9PIP5_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1
80	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_208	tr|E9PI93|E9PI93_HUMAN	100.0	7	0	0	1	7	4	10	60.0	18.1	7	tr|E9PI93|E9PI93_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1
82	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2081	tr|A0A0A0MTQ4|A0A0A0MTQ4_HUMAN	100.0	7	0	0	1	7	265	271	66.0	17.7	7	tr|A0A0A0MTQ4|A0A0A0MTQ4_HUMAN Repulsive guidance molecule A OS=Homo sapiens OX=9606 GN=RGMA PE=1 SV=1
83	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2081	tr|F5H7G2|F5H7G2_HUMAN	100.0	7	0	0	1	7	148	154	67.0	17.7	7	tr|F5H7G2|F5H7G2_HUMAN Repulsive guidance molecule A OS=Homo sapiens OX=9606 GN=RGMA PE=1 SV=2
86	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2099	tr|A0A0A0MT26|A0A0A0MT26_HUMAN	100.0	7	0	0	1	7	203	209	90.0	17.3	7	tr|A0A0A0MT26|A0A0A0MT26_HUMAN Sodium/potassium-transporting ATPase subunit alpha-3 OS=Homo sapiens OX=9606 GN=ATP1A3 PE=1 SV=1
140	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2239	tr|H0Y403|H0Y403_HUMAN	100.0	7	0	0	1	7	5	11	62.0	18.1	7	tr|H0Y403|H0Y403_HUMAN Juxtaposed with another zinc finger protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=JAZF1 PE=1 SV=1
141	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2247	tr|F5GWP8|F5GWP8_HUMAN	100.0	7	0	0	1	7	3	9	94.0	17.3	7	tr|F5GWP8|F5GWP8_HUMAN Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2
249	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_227	tr|E9PFX0|E9PFX0_HUMAN	87.5	8	0	1	1	7	102	109	82.0	17.3	7	tr|E9PFX0|E9PFX0_HUMAN Hepatitis A virus cellular receptor 1 OS=Homo sapiens OX=9606 GN=HAVCR1 PE=1 SV=1
528	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2472	tr|H0YJB5|H0YJB5_HUMAN	100.0	7	0	0	1	7	295	301	49.0	18.1	7	tr|H0YJB5|H0YJB5_HUMAN Ral GTPase-activating protein subunit alpha-1 (Fragment) OS=Homo sapiens OX=9606 GN=RALGAPA1 PE=1 SV=1
529	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2472	tr|A0A1B0GUI1|A0A1B0GUI1_HUMAN	100.0	7	0	0	1	7	2116	2122	64.0	17.7	7	tr|A0A1B0GUI1|A0A1B0GUI1_HUMAN Ral GTPase-activating protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=RALGAPA1 PE=1 SV=1
552	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2499	tr|Q5T2J8|Q5T2J8_HUMAN	100.0	7	0	0	1	7	660	666	8.3	20.4	7	tr|Q5T2J8|Q5T2J8_HUMAN RING finger protein 17 (Fragment) OS=Homo sapiens OX=9606 GN=RNF17 PE=1 SV=2
598	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2642	tr|A0A087WX45|A0A087WX45_HUMAN	100.0	7	0	0	1	7	23	29	99.0	17.3	7	tr|A0A087WX45|A0A087WX45_HUMAN IQ domain-containing protein E OS=Homo sapiens OX=9606 GN=IQCE PE=1 SV=1
779	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2760	tr|A0A1C7CYX9|A0A1C7CYX9_HUMAN	100.0	7	0	0	1	7	125	131	60.0	18.1	7	tr|A0A1C7CYX9|A0A1C7CYX9_HUMAN Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1
780	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2760	tr|E5RFU4|E5RFU4_HUMAN	100.0	7	0	0	1	7	92	98	60.0	18.1	7	tr|E5RFU4|E5RFU4_HUMAN Dihydropyrimidinase-related protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1
807	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2773	tr|F8VZ51|F8VZ51_HUMAN	100.0	7	0	0	1	7	13	19	89.0	17.3	7	tr|F8VZ51|F8VZ51_HUMAN Cyclin-dependent kinase 4 (Fragment) OS=Homo sapiens OX=9606 GN=CDK4 PE=1 SV=1
808	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2773	tr|F8VTV8|F8VTV8_HUMAN	100.0	7	0	0	1	7	87	93	89.0	17.3	7	tr|F8VTV8|F8VTV8_HUMAN Cyclin-dependent kinase 4 OS=Homo sapiens OX=9606 GN=CDK4 PE=1 SV=1
809	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2773	tr|F8VZZ0|F8VZZ0_HUMAN	100.0	7	0	0	1	7	13	19	89.0	17.3	7	tr|F8VZZ0|F8VZZ0_HUMAN Cyclin-dependent kinase 4 (Fragment) OS=Homo sapiens OX=9606 GN=CDK4 PE=1 SV=1
810	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2773	tr|F8VYH9|F8VYH9_HUMAN	100.0	7	0	0	1	7	87	93	90.0	17.3	7	tr|F8VYH9|F8VYH9_HUMAN Cyclin-dependent kinase 4 (Fragment) OS=Homo sapiens OX=9606 GN=CDK4 PE=1 SV=1
811	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2773	tr|F8W1L8|F8W1L8_HUMAN	100.0	7	0	0	1	7	87	93	93.0	17.3	7	tr|F8W1L8|F8W1L8_HUMAN Cyclin-dependent kinase 4 (Fragment) OS=Homo sapiens OX=9606 GN=CDK4 PE=1 SV=1
900	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2865	tr|A0A669KBM4|A0A669KBM4_HUMAN	100.0	7	0	0	1	7	34	40	84.0	17.3	7	tr|A0A669KBM4|A0A669KBM4_HUMAN DNA-binding protein RFX7 OS=Homo sapiens OX=9606 GN=RFX7 PE=1 SV=1
903	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2869	tr|A6NEM2|A6NEM2_HUMAN	100.0	7	0	0	1	7	842	848	58.0	18.1	7	tr|A6NEM2|A6NEM2_HUMAN Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2
943	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2878	tr|F5H2N6|F5H2N6_HUMAN	100.0	7	0	0	1	7	46	52	6.1	20.8	7	tr|F5H2N6|F5H2N6_HUMAN E3 SUMO-protein ligase KIAA1586 OS=Homo sapiens OX=9606 GN=KIAA1586 PE=1 SV=1
975	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2881	tr|K7EJA5|K7EJA5_HUMAN	100.0	7	0	0	1	7	87	93	43.0	18.5	7	tr|K7EJA5|K7EJA5_HUMAN Cysteine protease (Fragment) OS=Homo sapiens OX=9606 GN=ATG4D PE=1 SV=1
1136	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2978	tr|A0A087WX23|A0A087WX23_HUMAN	100.0	7	0	0	1	7	540	546	2.5	21.9	7	tr|A0A087WX23|A0A087WX23_HUMAN Retrotransposon-derived protein PEG10 OS=Homo sapiens OX=9606 GN=PEG10 PE=1 SV=1
1137	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2978	tr|A0A087WUL4|A0A087WUL4_HUMAN	100.0	7	0	0	1	7	498	504	2.5	21.9	7	tr|A0A087WUL4|A0A087WUL4_HUMAN Retrotransposon-derived protein PEG10 OS=Homo sapiens OX=9606 GN=PEG10 PE=1 SV=1
1138	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_2978	tr|A0A087WXK2|A0A087WXK2_HUMAN	100.0	7	0	0	1	7	464	470	2.5	21.9	7	tr|A0A087WXK2|A0A087WXK2_HUMAN Retrotransposon-derived protein PEG10 OS=Homo sapiens OX=9606 GN=PEG10 PE=1 SV=1
1216	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3047	tr|Q5VSF9|Q5VSF9_HUMAN	100.0	7	0	0	1	7	841	847	84.0	17.3	7	tr|Q5VSF9|Q5VSF9_HUMAN Glutamate receptor ionotropic, NMDA 1 OS=Homo sapiens OX=9606 GN=GRIN1 PE=1 SV=2
1397	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3228	tr|E7ESC9|E7ESC9_HUMAN	100.0	7	0	0	1	7	946	952	10.0	20.0	7	tr|E7ESC9|E7ESC9_HUMAN WD repeat-containing protein 17 OS=Homo sapiens OX=9606 GN=WDR17 PE=1 SV=2
1398	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3228	tr|H0YAG1|H0YAG1_HUMAN	100.0	7	0	0	1	7	206	212	11.0	20.0	7	tr|H0YAG1|H0YAG1_HUMAN WD repeat-containing protein 17 (Fragment) OS=Homo sapiens OX=9606 GN=WDR17 PE=1 SV=1
1405	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3242	tr|E9PJD1|E9PJD1_HUMAN	100.0	7	0	0	1	7	190	196	48.0	18.1	7	tr|E9PJD1|E9PJD1_HUMAN Solute carrier family 35 member F2 OS=Homo sapiens OX=9606 GN=SLC35F2 PE=1 SV=1
1827	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3499	tr|A0A494C100|A0A494C100_HUMAN	100.0	7	0	0	1	7	199	205	19.0	19.2	7	tr|A0A494C100|A0A494C100_HUMAN DNA helicase OS=Homo sapiens OX=9606 PE=3 SV=1
1830	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3500	tr|A0A494C100|A0A494C100_HUMAN	100.0	7	0	0	1	7	200	206	20.0	19.2	7	tr|A0A494C100|A0A494C100_HUMAN DNA helicase OS=Homo sapiens OX=9606 PE=3 SV=1
1840	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3531	tr|A0A1W2PNQ5|A0A1W2PNQ5_HUMAN	100.0	7	0	0	1	7	36	42	51.0	18.1	7	tr|A0A1W2PNQ5|A0A1W2PNQ5_HUMAN Lipoyl synthase, mitochondrial OS=Homo sapiens OX=9606 GN=LIAS PE=1 SV=1
1841	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3531	tr|B4E0L7|B4E0L7_HUMAN	100.0	7	0	0	1	7	36	42	58.0	18.1	7	tr|B4E0L7|B4E0L7_HUMAN Lipoyl synthase, mitochondrial OS=Homo sapiens OX=9606 GN=LIAS PE=1 SV=1
1842	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3531	tr|A0A1W2PQ87|A0A1W2PQ87_HUMAN	100.0	7	0	0	1	7	36	42	58.0	18.1	7	tr|A0A1W2PQ87|A0A1W2PQ87_HUMAN Lipoyl synthase, mitochondrial OS=Homo sapiens OX=9606 GN=LIAS PE=1 SV=1
1843	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3531	tr|A0A1W2PPM2|A0A1W2PPM2_HUMAN	100.0	7	0	0	1	7	36	42	69.0	17.7	7	tr|A0A1W2PPM2|A0A1W2PPM2_HUMAN Lipoyl synthase (Fragment) OS=Homo sapiens OX=9606 GN=LIAS PE=1 SV=1
1844	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3531	tr|Q6P5Q6|Q6P5Q6_HUMAN	100.0	7	0	0	1	7	36	42	71.0	17.7	7	tr|Q6P5Q6|Q6P5Q6_HUMAN LIAS protein OS=Homo sapiens OX=9606 GN=LIAS PE=1 SV=1
1845	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3531	tr|A0A1X7SBR7|A0A1X7SBR7_HUMAN	100.0	7	0	0	1	7	36	42	74.0	17.7	7	tr|A0A1X7SBR7|A0A1X7SBR7_HUMAN Lipoyl synthase OS=Homo sapiens OX=9606 GN=LIAS PE=1 SV=1
1846	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3531	tr|A0A1W2PQE9|A0A1W2PQE9_HUMAN	100.0	7	0	0	1	7	36	42	76.0	17.7	7	tr|A0A1W2PQE9|A0A1W2PQE9_HUMAN Lipoyl synthase, mitochondrial OS=Homo sapiens OX=9606 GN=LIAS PE=1 SV=1
1847	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3531	tr|D6RCP8|D6RCP8_HUMAN	100.0	7	0	0	1	7	36	42	89.0	17.3	7	tr|D6RCP8|D6RCP8_HUMAN Lipoyl synthase OS=Homo sapiens OX=9606 GN=LIAS PE=1 SV=1
1848	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3531	tr|A0A1W2PQS9|A0A1W2PQS9_HUMAN	100.0	7	0	0	1	7	36	42	90.0	17.3	7	tr|A0A1W2PQS9|A0A1W2PQS9_HUMAN Lipoyl synthase, mitochondrial OS=Homo sapiens OX=9606 GN=LIAS PE=1 SV=1
1849	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3531	tr|A0A1W2PR40|A0A1W2PR40_HUMAN	100.0	7	0	0	1	7	36	42	93.0	17.3	7	tr|A0A1W2PR40|A0A1W2PR40_HUMAN Lipoyl synthase, mitochondrial OS=Homo sapiens OX=9606 GN=LIAS PE=1 SV=1
